"name","run.no.in.std.order","run.no","run.no.std.rp","size","threads","version","optimization","time"
"5308","417",5308,"417.8","512","4","3.7.1","O2",""
"5309","152",5309,"152.8","1448","2","3.9.0","O0",""
"5310","127",5310,"127.8","1024","2","3.8.1","O0",""
"5311","71",5311,"71.8","1024","32","3.7.0","O0",""
"5312","595",5312,"595.8","1024","16","3.7.1","O3",""
"5313","60",5313,"60.8","1448","4","3.7.0","O0",""
"5314","672",5314,"672.8","1448","32","3.9.0","O3",""
"5315","400",5315,"400.8","1448","8","3.7.0","O2",""
"5316","324",5316,"324.8","1448","4","3.9.0","O1",""
"5317","120",5317,"120.8","1448","32","3.8.0","O0",""
"5318","533",5318,"533.8","512","2","3.6.2","O3",""
"5319","163",5319,"163.8","1024","16","3.9.0","O0",""
"5320","523",5320,"523.8","1024","16","3.5.1","O3",""
"5321","564",5321,"564.8","1448","4","3.7.0","O3",""
"5322","40",5322,"40.8","1448","8","3.6.2","O0",""
"5323","505",5323,"505.8","512","1","3.5.1","O3",""
"5324","419",5324,"419.8","1024","4","3.7.1","O2",""
"5325","240",5325,"240.8","1448","32","3.7.0","O1",""
"5326","321",5326,"321.8","512","4","3.9.0","O1",""
"5327","656",5327,"656.8","1448","2","3.9.0","O3",""
"5328","442",5328,"442.8","724","4","3.8.0","O2",""
"5329","492",5329,"492.8","1448","4","3.9.0","O2",""
"5330","285",5330,"285.8","512","32","3.8.0","O1",""
"5331","296",5331,"296.8","1448","2","3.8.1","O1",""
"5332","547",5332,"547.8","1024","16","3.6.2","O3",""
"5333","75",5333,"75.8","1024","1","3.7.1","O0",""
"5334","331",5334,"331.8","1024","16","3.9.0","O1",""
"5335","151",5335,"151.8","1024","2","3.9.0","O0",""
"5336","464",5336,"464.8","1448","2","3.8.1","O2",""
"5337","389",5337,"389.8","512","2","3.7.0","O2",""
"5338","599",5338,"599.8","1024","32","3.7.1","O3",""
"5339","577",5339,"577.8","512","1","3.7.1","O3",""
"5340","37",5340,"37.8","512","8","3.6.2","O0",""
"5341","484",5341,"484.8","1448","1","3.9.0","O2",""
"5342","235",5342,"235.8","1024","16","3.7.0","O1",""
"5343","288",5343,"288.8","1448","32","3.8.0","O1",""
"5344","661",5344,"661.8","512","8","3.9.0","O3",""
"5345","550",5345,"550.8","724","32","3.6.2","O3",""
"5346","196",5346,"196.8","1448","1","3.6.2","O1",""
"5347","69",5347,"69.8","512","32","3.7.0","O0",""
"5348","55",5348,"55.8","1024","2","3.7.0","O0",""
"5349","50",5349,"50.8","724","1","3.7.0","O0",""
"5350","156",5350,"156.8","1448","4","3.9.0","O0",""
"5351","39",5351,"39.8","1024","8","3.6.2","O0",""
"5352","445",5352,"445.8","512","8","3.8.0","O2",""
"5353","281",5353,"281.8","512","16","3.8.0","O1",""
"5354","44",5354,"44.8","1448","16","3.6.2","O0",""
"5355","148",5355,"148.8","1448","1","3.9.0","O0",""
"5356","401",5356,"401.8","512","16","3.7.0","O2",""
"5357","257",5357,"257.8","512","16","3.7.1","O1",""
"5358","267",5358,"267.8","1024","1","3.8.0","O1",""
"5359","204",5359,"204.8","1448","4","3.6.2","O1",""
"5360","576",5360,"576.8","1448","32","3.7.0","O3",""
"5361","402",5361,"402.8","724","16","3.7.0","O2",""
"5362","350",5362,"350.8","724","8","3.5.1","O2",""
"5363","27",5363,"27.8","1024","1","3.6.2","O0",""
"5364","579",5364,"579.8","1024","1","3.7.1","O3",""
"5365","647",5365,"647.8","1024","32","3.8.1","O3",""
"5366","369",5366,"369.8","512","4","3.6.2","O2",""
"5367","181",5367,"181.8","512","8","3.5.1","O1",""
"5368","437",5368,"437.8","512","2","3.8.0","O2",""
"5369","525",5369,"525.8","512","32","3.5.1","O3",""
"5370","625",5370,"625.8","512","1","3.8.1","O3",""
"5371","140",5371,"140.8","1448","16","3.8.1","O0",""
"5372","38",5372,"38.8","724","8","3.6.2","O0",""
"5373","591",5373,"591.8","1024","8","3.7.1","O3",""
"5374","403",5374,"403.8","1024","16","3.7.0","O2",""
"5375","242",5375,"242.8","724","1","3.7.1","O1",""
"5376","28",5376,"28.8","1448","1","3.6.2","O0",""
"5377","100",5377,"100.9","1448","1","3.8.0","O0",""
"5378","500",5378,"500.9","1448","16","3.9.0","O2",""
"5379","292",5379,"292.9","1448","1","3.8.1","O1",""
"5380","404",5380,"404.9","1448","16","3.7.0","O2",""
"5381","661",5381,"661.9","512","8","3.9.0","O3",""
"5382","193",5382,"193.9","512","1","3.6.2","O1",""
"5383","342",5383,"342.9","724","2","3.5.1","O2",""
"5384","621",5384,"621.9","512","32","3.8.0","O3",""
"5385","464",5385,"464.9","1448","2","3.8.1","O2",""
"5386","578",5386,"578.9","724","1","3.7.1","O3",""
"5387","64",5387,"64.9","1448","8","3.7.0","O0",""
"5388","32",5388,"32.9","1448","2","3.6.2","O0",""
"5389","51",5389,"51.9","1024","1","3.7.0","O0",""
"5390","577",5390,"577.9","512","1","3.7.1","O3",""
"5391","557",5391,"557.9","512","2","3.7.0","O3",""
"5392","204",5392,"204.9","1448","4","3.6.2","O1",""
"5393","402",5393,"402.9","724","16","3.7.0","O2",""
"5394","83",5394,"83.9","1024","4","3.7.1","O0",""
"5395","389",5395,"389.9","512","2","3.7.0","O2",""
"5396","285",5396,"285.9","512","32","3.8.0","O1",""
"5397","591",5397,"591.9","1024","8","3.7.1","O3",""
"5398","636",5398,"636.9","1448","4","3.8.1","O3",""
"5399","5",5399,"5.9","512","2","3.5.1","O0",""
"5400","633",5400,"633.9","512","4","3.8.1","O3",""
"5401","421",5401,"421.9","512","8","3.7.1","O2",""
"5402","34",5402,"34.9","724","4","3.6.2","O0",""
"5403","229",5403,"229.9","512","8","3.7.0","O1",""
"5404","565",5404,"565.9","512","8","3.7.0","O3",""
"5405","454",5405,"454.9","724","32","3.8.0","O2",""
"5406","430",5406,"430.9","724","32","3.7.1","O2",""
"5407","551",5407,"551.9","1024","32","3.6.2","O3",""
"5408","632",5408,"632.9","1448","2","3.8.1","O3",""
"5409","115",5409,"115.9","1024","16","3.8.0","O0",""
"5410","236",5410,"236.9","1448","16","3.7.0","O1",""
"5411","74",5411,"74.9","724","1","3.7.1","O0",""
"5412","242",5412,"242.9","724","1","3.7.1","O1",""
"5413","415",5413,"415.9","1024","2","3.7.1","O2",""
"5414","11",5414,"11.9","1024","4","3.5.1","O0",""
"5415","12",5415,"12.9","1448","4","3.5.1","O0",""
"5416","261",5416,"261.9","512","32","3.7.1","O1",""
"5417","42",5417,"42.9","724","16","3.6.2","O0",""
"5418","53",5418,"53.9","512","2","3.7.0","O0",""
"5419","428",5419,"428.9","1448","16","3.7.1","O2",""
"5420","312",5420,"312.9","1448","32","3.8.1","O1",""
"5421","357",5421,"357.9","512","32","3.5.1","O2",""
"5422","452",5422,"452.9","1448","16","3.8.0","O2",""
"5423","44",5423,"44.9","1448","16","3.6.2","O0",""
"5424","200",5424,"200.9","1448","2","3.6.2","O1",""
"5425","567",5425,"567.9","1024","8","3.7.0","O3",""
"5426","174",5426,"174.9","724","2","3.5.1","O1",""
"5427","494",5427,"494.9","724","8","3.9.0","O2",""
"5428","80",5428,"80.9","1448","2","3.7.1","O0",""
"5429","486",5429,"486.9","724","2","3.9.0","O2",""
"5430","56",5430,"56.9","1448","2","3.7.0","O0",""
"5431","258",5431,"258.9","724","16","3.7.1","O1",""
"5432","614",5432,"614.9","724","8","3.8.0","O3",""
"5433","296",5433,"296.9","1448","2","3.8.1","O1",""
"5434","132",5434,"132.9","1448","4","3.8.1","O0",""
"5435","432",5435,"432.9","1448","32","3.7.1","O2",""
"5436","110",5436,"110.9","724","8","3.8.0","O0",""
"5437","257",5437,"257.9","512","16","3.7.1","O1",""
"5438","507",5438,"507.9","1024","1","3.5.1","O3",""
"5439","519",5439,"519.9","1024","8","3.5.1","O3",""
"5440","144",5440,"144.9","1448","32","3.8.1","O0",""
"5441","122",5441,"122.9","724","1","3.8.1","O0",""
"5442","624",5442,"624.9","1448","32","3.8.0","O3",""
"5443","593",5443,"593.9","512","16","3.7.1","O3",""
"5444","580",5444,"580.9","1448","1","3.7.1","O3",""
"5445","628",5445,"628.9","1448","1","3.8.1","O3",""
"5446","49",5446,"49.9","512","1","3.7.0","O0",""
"5447","459",5447,"459.9","1024","1","3.8.1","O2",""
"5448","249",5448,"249.9","512","4","3.7.1","O1",""
"5449","15",5449,"15.9","1024","8","3.5.1","O0",""
"5450","35",5450,"35.9","1024","4","3.6.2","O0",""
"5451","109",5451,"109.9","512","8","3.8.0","O0",""
"5452","584",5452,"584.9","1448","2","3.7.1","O3",""
"5453","456",5453,"456.9","1448","32","3.8.0","O2",""
"5454","164",5454,"164.9","1448","16","3.9.0","O0",""
"5455","274",5455,"274.9","724","4","3.8.0","O1",""
"5456","191",5456,"191.9","1024","32","3.5.1","O1",""
"5457","470",5457,"470.9","724","8","3.8.1","O2",""
"5458","329",5458,"329.9","512","16","3.9.0","O1",""
"5459","600",5459,"600.9","1448","32","3.7.1","O3",""
"5460","160",5460,"160.9","1448","8","3.9.0","O0",""
"5461","50",5461,"50.9","724","1","3.7.0","O0",""
"5462","385",5462,"385.9","512","1","3.7.0","O2",""
"5463","26",5463,"26.9","724","1","3.6.2","O0",""
"5464","446",5464,"446.9","724","8","3.8.0","O2",""
"5465","134",5465,"134.9","724","8","3.8.1","O0",""
"5466","235",5466,"235.9","1024","16","3.7.0","O1",""
"5467","251",5467,"251.9","1024","4","3.7.1","O1",""
"5468","384",5468,"384.9","1448","32","3.6.2","O2",""
"5469","433",5469,"433.9","512","1","3.8.0","O2",""
"5470","651",5470,"651.9","1024","1","3.9.0","O3",""
"5471","175",5471,"175.9","1024","2","3.5.1","O1",""
"5472","304",5472,"304.9","1448","8","3.8.1","O1",""
"5473","666",5473,"666.9","724","16","3.9.0","O3",""
"5474","347",5474,"347.9","1024","4","3.5.1","O2",""
"5475","540",5475,"540.9","1448","4","3.6.2","O3",""
"5476","7",5476,"7.9","1024","2","3.5.1","O0",""
"5477","13",5477,"13.9","512","8","3.5.1","O0",""
"5478","4",5478,"4.9","1448","1","3.5.1","O0",""
"5479","129",5479,"129.9","512","4","3.8.1","O0",""
"5480","362",5480,"362.9","724","1","3.6.2","O2",""
"5481","111",5481,"111.9","1024","8","3.8.0","O0",""
"5482","60",5482,"60.9","1448","4","3.7.0","O0",""
"5483","150",5483,"150.9","724","2","3.9.0","O0",""
"5484","508",5484,"508.9","1448","1","3.5.1","O3",""
"5485","396",5485,"396.9","1448","4","3.7.0","O2",""
"5486","375",5486,"375.9","1024","8","3.6.2","O2",""
"5487","546",5487,"546.9","724","16","3.6.2","O3",""
"5488","445",5488,"445.9","512","8","3.8.0","O2",""
"5489","573",5489,"573.9","512","32","3.7.0","O3",""
"5490","96",5490,"96.9","1448","32","3.7.1","O0",""
"5491","644",5491,"644.9","1448","16","3.8.1","O3",""
"5492","397",5492,"397.9","512","8","3.7.0","O2",""
"5493","188",5493,"188.9","1448","16","3.5.1","O1",""
"5494","143",5494,"143.9","1024","32","3.8.1","O0",""
"5495","210",5495,"210.9","724","16","3.6.2","O1",""
"5496","579",5496,"579.9","1024","1","3.7.1","O3",""
"5497","353",5497,"353.9","512","16","3.5.1","O2",""
"5498","38",5498,"38.9","724","8","3.6.2","O0",""
"5499","518",5499,"518.9","724","8","3.5.1","O3",""
"5500","231",5500,"231.9","1024","8","3.7.0","O1",""
"5501","300",5501,"300.9","1448","4","3.8.1","O1",""
"5502","449",5502,"449.9","512","16","3.8.0","O2",""
"5503","571",5503,"571.9","1024","16","3.7.0","O3",""
"5504","171",5504,"171.9","1024","1","3.5.1","O1",""
"5505","419",5505,"419.9","1024","4","3.7.1","O2",""
"5506","16",5506,"16.9","1448","8","3.5.1","O0",""
"5507","465",5507,"465.9","512","4","3.8.1","O2",""
"5508","194",5508,"194.9","724","1","3.6.2","O1",""
"5509","266",5509,"266.9","724","1","3.8.0","O1",""
"5510","61",5510,"61.9","512","8","3.7.0","O0",""
"5511","62",5511,"62.9","724","8","3.7.0","O0",""
"5512","537",5512,"537.9","512","4","3.6.2","O3",""
"5513","407",5513,"407.9","1024","32","3.7.0","O2",""
"5514","264",5514,"264.9","1448","32","3.7.1","O1",""
"5515","36",5515,"36.9","1448","4","3.6.2","O0",""
"5516","303",5516,"303.9","1024","8","3.8.1","O1",""
"5517","178",5517,"178.9","724","4","3.5.1","O1",""
"5518","416",5518,"416.9","1448","2","3.7.1","O2",""
"5519","359",5519,"359.9","1024","32","3.5.1","O2",""
"5520","640",5520,"640.9","1448","8","3.8.1","O3",""
"5521","619",5521,"619.9","1024","16","3.8.0","O3",""
"5522","499",5522,"499.9","1024","16","3.9.0","O2",""
"5523","324",5523,"324.9","1448","4","3.9.0","O1",""
"5524","462",5524,"462.9","724","2","3.8.1","O2",""
"5525","152",5525,"152.9","1448","2","3.9.0","O0",""
"5526","248",5526,"248.9","1448","2","3.7.1","O1",""
"5527","399",5527,"399.9","1024","8","3.7.0","O2",""
"5528","302",5528,"302.9","724","8","3.8.1","O1",""
"5529","201",5529,"201.9","512","4","3.6.2","O1",""
"5530","532",5530,"532.9","1448","1","3.6.2","O3",""
"5531","658",5531,"658.9","724","4","3.9.0","O3",""
"5532","85",5532,"85.9","512","8","3.7.1","O0",""
"5533","233",5533,"233.9","512","16","3.7.0","O1",""
"5534","67",5534,"67.9","1024","16","3.7.0","O0",""
"5535","195",5535,"195.9","1024","1","3.6.2","O1",""
"5536","512",5536,"512.9","1448","2","3.5.1","O3",""
"5537","161",5537,"161.9","512","16","3.9.0","O0",""
"5538","348",5538,"348.9","1448","4","3.5.1","O2",""
"5539","133",5539,"133.9","512","8","3.8.1","O0",""
"5540","276",5540,"276.9","1448","4","3.8.0","O1",""
"5541","487",5541,"487.9","1024","2","3.9.0","O2",""
"5542","104",5542,"104.9","1448","2","3.8.0","O0",""
"5543","558",5543,"558.9","724","2","3.7.0","O3",""
"5544","463",5544,"463.9","1024","2","3.8.1","O2",""
"5545","322",5545,"322.9","724","4","3.9.0","O1",""
"5546","138",5546,"138.9","724","16","3.8.1","O0",""
"5547","14",5547,"14.9","724","8","3.5.1","O0",""
"5548","372",5548,"372.9","1448","4","3.6.2","O2",""
"5549","566",5549,"566.9","724","8","3.7.0","O3",""
"5550","197",5550,"197.9","512","2","3.6.2","O1",""
"5551","337",5551,"337.9","512","1","3.5.1","O2",""
"5552","239",5552,"239.9","1024","32","3.7.0","O1",""
"5553","189",5553,"189.9","512","32","3.5.1","O1",""
"5554","9",5554,"9.9","512","4","3.5.1","O0",""
"5555","182",5555,"182.9","724","8","3.5.1","O1",""
"5556","41",5556,"41.9","512","16","3.6.2","O0",""
"5557","560",5557,"560.9","1448","2","3.7.0","O3",""
"5558","339",5558,"339.9","1024","1","3.5.1","O2",""
"5559","99",5559,"99.9","1024","1","3.8.0","O0",""
"5560","538",5560,"538.9","724","4","3.6.2","O3",""
"5561","8",5561,"8.9","1448","2","3.5.1","O0",""
"5562","387",5562,"387.9","1024","1","3.7.0","O2",""
"5563","207",5563,"207.9","1024","8","3.6.2","O1",""
"5564","408",5564,"408.9","1448","32","3.7.0","O2",""
"5565","563",5565,"563.9","1024","4","3.7.0","O3",""
"5566","252",5566,"252.9","1448","4","3.7.1","O1",""
"5567","23",5567,"23.9","1024","32","3.5.1","O0",""
"5568","476",5568,"476.9","1448","16","3.8.1","O2",""
"5569","66",5569,"66.9","724","16","3.7.0","O0",""
"5570","524",5570,"524.9","1448","16","3.5.1","O3",""
"5571","20",5571,"20.9","1448","16","3.5.1","O0",""
"5572","71",5572,"71.9","1024","32","3.7.0","O0",""
"5573","388",5573,"388.9","1448","1","3.7.0","O2",""
"5574","341",5574,"341.9","512","2","3.5.1","O2",""
"5575","246",5575,"246.9","724","2","3.7.1","O1",""
"5576","599",5576,"599.9","1024","32","3.7.1","O3",""
"5577","153",5577,"153.9","512","4","3.9.0","O0",""
"5578","136",5578,"136.9","1448","8","3.8.1","O0",""
"5579","263",5579,"263.9","1024","32","3.7.1","O1",""
"5580","57",5580,"57.9","512","4","3.7.0","O0",""
"5581","646",5581,"646.9","724","32","3.8.1","O3",""
"5582","121",5582,"121.9","512","1","3.8.1","O0",""
"5583","25",5583,"25.9","512","1","3.6.2","O0",""
"5584","135",5584,"135.9","1024","8","3.8.1","O0",""
"5585","528",5585,"528.9","1448","32","3.5.1","O3",""
"5586","373",5586,"373.9","512","8","3.6.2","O2",""
"5587","179",5587,"179.9","1024","4","3.5.1","O1",""
"5588","290",5588,"290.9","724","1","3.8.1","O1",""
"5589","501",5589,"501.9","512","32","3.9.0","O2",""
"5590","162",5590,"162.9","724","16","3.9.0","O0",""
"5591","180",5591,"180.9","1448","4","3.5.1","O1",""
"5592","265",5592,"265.9","512","1","3.8.0","O1",""
"5593","382",5593,"382.9","724","32","3.6.2","O2",""
"5594","622",5594,"622.9","724","32","3.8.0","O3",""
"5595","259",5595,"259.9","1024","16","3.7.1","O1",""
"5596","424",5596,"424.9","1448","8","3.7.1","O2",""
"5597","146",5597,"146.9","724","1","3.9.0","O0",""
"5598","438",5598,"438.9","724","2","3.8.0","O2",""
"5599","196",5599,"196.9","1448","1","3.6.2","O1",""
"5600","378",5600,"378.9","724","16","3.6.2","O2",""
"5601","331",5601,"331.9","1024","16","3.9.0","O1",""
"5602","219",5602,"219.9","1024","1","3.7.0","O1",""
"5603","570",5603,"570.9","724","16","3.7.0","O3",""
"5604","453",5604,"453.9","512","32","3.8.0","O2",""
"5605","413",5605,"413.9","512","2","3.7.1","O2",""
"5606","460",5606,"460.9","1448","1","3.8.1","O2",""
"5607","37",5607,"37.9","512","8","3.6.2","O0",""
"5608","363",5608,"363.9","1024","1","3.6.2","O2",""
"5609","31",5609,"31.9","1024","2","3.6.2","O0",""
"5610","374",5610,"374.9","724","8","3.6.2","O2",""
"5611","281",5611,"281.9","512","16","3.8.0","O1",""
"5612","208",5612,"208.9","1448","8","3.6.2","O1",""
"5613","243",5613,"243.9","1024","1","3.7.1","O1",""
"5614","467",5614,"467.9","1024","4","3.8.1","O2",""
"5615","576",5615,"576.9","1448","32","3.7.0","O3",""
"5616","547",5616,"547.9","1024","16","3.6.2","O3",""
"5617","108",5617,"108.9","1448","4","3.8.0","O0",""
"5618","351",5618,"351.9","1024","8","3.5.1","O2",""
"5619","237",5619,"237.9","512","32","3.7.0","O1",""
"5620","671",5620,"671.9","1024","32","3.9.0","O3",""
"5621","350",5621,"350.9","724","8","3.5.1","O2",""
"5622","24",5622,"24.9","1448","32","3.5.1","O0",""
"5623","440",5623,"440.9","1448","2","3.8.0","O2",""
"5624","267",5624,"267.9","1024","1","3.8.0","O1",""
"5625","392",5625,"392.9","1448","2","3.7.0","O2",""
"5626","240",5626,"240.9","1448","32","3.7.0","O1",""
"5627","205",5627,"205.9","512","8","3.6.2","O1",""
"5628","223",5628,"223.9","1024","2","3.7.0","O1",""
"5629","403",5629,"403.9","1024","16","3.7.0","O2",""
"5630","434",5630,"434.9","724","1","3.8.0","O2",""
"5631","497",5631,"497.9","512","16","3.9.0","O2",""
"5632","301",5632,"301.9","512","8","3.8.1","O1",""
"5633","250",5633,"250.9","724","4","3.7.1","O1",""
"5634","91",5634,"91.9","1024","16","3.7.1","O0",""
"5635","95",5635,"95.9","1024","32","3.7.1","O0",""
"5636","117",5636,"117.9","512","32","3.8.0","O0",""
"5637","652",5637,"652.9","1448","1","3.9.0","O3",""
"5638","672",5638,"672.9","1448","32","3.9.0","O3",""
"5639","525",5639,"525.9","512","32","3.5.1","O3",""
"5640","55",5640,"55.9","1024","2","3.7.0","O0",""
"5641","562",5641,"562.9","724","4","3.7.0","O3",""
"5642","366",5642,"366.9","724","2","3.6.2","O2",""
"5643","553",5643,"553.9","512","1","3.7.0","O3",""
"5644","386",5644,"386.9","724","1","3.7.0","O2",""
"5645","598",5645,"598.9","724","32","3.7.1","O3",""
"5646","656",5646,"656.9","1448","2","3.9.0","O3",""
"5647","75",5647,"75.9","1024","1","3.7.1","O0",""
"5648","345",5648,"345.9","512","4","3.5.1","O2",""
"5649","185",5649,"185.9","512","16","3.5.1","O1",""
"5650","592",5650,"592.9","1448","8","3.7.1","O3",""
"5651","120",5651,"120.9","1448","32","3.8.0","O0",""
"5652","306",5652,"306.9","724","16","3.8.1","O1",""
"5653","103",5653,"103.9","1024","2","3.8.0","O0",""
"5654","510",5654,"510.9","724","2","3.5.1","O3",""
"5655","543",5655,"543.9","1024","8","3.6.2","O3",""
"5656","299",5656,"299.9","1024","4","3.8.1","O1",""
"5657","286",5657,"286.9","724","32","3.8.0","O1",""
"5658","137",5658,"137.9","512","16","3.8.1","O0",""
"5659","325",5659,"325.9","512","8","3.9.0","O1",""
"5660","79",5660,"79.9","1024","2","3.7.1","O0",""
"5661","277",5661,"277.9","512","8","3.8.0","O1",""
"5662","172",5662,"172.9","1448","1","3.5.1","O1",""
"5663","369",5663,"369.9","512","4","3.6.2","O2",""
"5664","73",5664,"73.9","512","1","3.7.1","O0",""
"5665","479",5665,"479.9","1024","32","3.8.1","O2",""
"5666","647",5666,"647.9","1024","32","3.8.1","O3",""
"5667","574",5667,"574.9","724","32","3.7.0","O3",""
"5668","471",5668,"471.9","1024","8","3.8.1","O2",""
"5669","608",5669,"608.9","1448","2","3.8.0","O3",""
"5670","181",5670,"181.9","512","8","3.5.1","O1",""
"5671","332",5671,"332.9","1448","16","3.9.0","O1",""
"5672","609",5672,"609.9","512","4","3.8.0","O3",""
"5673","597",5673,"597.9","512","32","3.7.1","O3",""
"5674","400",5674,"400.9","1448","8","3.7.0","O2",""
"5675","293",5675,"293.9","512","2","3.8.1","O1",""
"5676","536",5676,"536.9","1448","2","3.6.2","O3",""
"5677","535",5677,"535.9","1024","2","3.6.2","O3",""
"5678","326",5678,"326.9","724","8","3.9.0","O1",""
"5679","78",5679,"78.9","724","2","3.7.1","O0",""
"5680","280",5680,"280.9","1448","8","3.8.0","O1",""
"5681","275",5681,"275.9","1024","4","3.8.0","O1",""
"5682","119",5682,"119.9","1024","32","3.8.0","O0",""
"5683","395",5683,"395.9","1024","4","3.7.0","O2",""
"5684","626",5684,"626.9","724","1","3.8.1","O3",""
"5685","412",5685,"412.9","1448","1","3.7.1","O2",""
"5686","645",5686,"645.9","512","32","3.8.1","O3",""
"5687","473",5687,"473.9","512","16","3.8.1","O2",""
"5688","209",5688,"209.9","512","16","3.6.2","O1",""
"5689","425",5689,"425.9","512","16","3.7.1","O2",""
"5690","420",5690,"420.9","1448","4","3.7.1","O2",""
"5691","187",5691,"187.9","1024","16","3.5.1","O1",""
"5692","82",5692,"82.9","724","4","3.7.1","O0",""
"5693","147",5693,"147.9","1024","1","3.9.0","O0",""
"5694","513",5694,"513.9","512","4","3.5.1","O3",""
"5695","107",5695,"107.9","1024","4","3.8.0","O0",""
"5696","202",5696,"202.9","724","4","3.6.2","O1",""
"5697","192",5697,"192.9","1448","32","3.5.1","O1",""
"5698","222",5698,"222.9","724","2","3.7.0","O1",""
"5699","439",5699,"439.9","1024","2","3.8.0","O2",""
"5700","521",5700,"521.9","512","16","3.5.1","O3",""
"5701","2",5701,"2.9","724","1","3.5.1","O0",""
"5702","170",5702,"170.9","724","1","3.5.1","O1",""
"5703","615",5703,"615.9","1024","8","3.8.0","O3",""
"5704","241",5704,"241.9","512","1","3.7.1","O1",""
"5705","291",5705,"291.9","1024","1","3.8.1","O1",""
"5706","469",5706,"469.9","512","8","3.8.1","O2",""
"5707","561",5707,"561.9","512","4","3.7.0","O3",""
"5708","548",5708,"548.9","1448","16","3.6.2","O3",""
"5709","458",5709,"458.9","724","1","3.8.1","O2",""
"5710","27",5710,"27.9","1024","1","3.6.2","O0",""
"5711","254",5711,"254.9","724","8","3.7.1","O1",""
"5712","59",5712,"59.9","1024","4","3.7.0","O0",""
"5713","273",5713,"273.9","512","4","3.8.0","O1",""
"5714","529",5714,"529.9","512","1","3.6.2","O3",""
"5715","506",5715,"506.9","724","1","3.5.1","O3",""
"5716","30",5716,"30.9","724","2","3.6.2","O0",""
"5717","429",5717,"429.9","512","32","3.7.1","O2",""
"5718","650",5718,"650.9","724","1","3.9.0","O3",""
"5719","610",5719,"610.9","724","4","3.8.0","O3",""
"5720","282",5720,"282.9","724","16","3.8.0","O1",""
"5721","410",5721,"410.9","724","1","3.7.1","O2",""
"5722","545",5722,"545.9","512","16","3.6.2","O3",""
"5723","659",5723,"659.9","1024","4","3.9.0","O3",""
"5724","493",5724,"493.9","512","8","3.9.0","O2",""
"5725","496",5725,"496.9","1448","8","3.9.0","O2",""
"5726","186",5726,"186.9","724","16","3.5.1","O1",""
"5727","272",5727,"272.9","1448","2","3.8.0","O1",""
"5728","315",5728,"315.9","1024","1","3.9.0","O1",""
"5729","379",5729,"379.9","1024","16","3.6.2","O2",""
"5730","173",5730,"173.9","512","2","3.5.1","O1",""
"5731","612",5731,"612.9","1448","4","3.8.0","O3",""
"5732","495",5732,"495.9","1024","8","3.9.0","O2",""
"5733","364",5733,"364.9","1448","1","3.6.2","O2",""
"5734","613",5734,"613.9","512","8","3.8.0","O3",""
"5735","294",5735,"294.9","724","2","3.8.1","O1",""
"5736","667",5736,"667.9","1024","16","3.9.0","O3",""
"5737","360",5737,"360.9","1448","32","3.5.1","O2",""
"5738","655",5738,"655.9","1024","2","3.9.0","O3",""
"5739","437",5739,"437.9","512","2","3.8.0","O2",""
"5740","270",5740,"270.9","724","2","3.8.0","O1",""
"5741","352",5741,"352.9","1448","8","3.5.1","O2",""
"5742","260",5742,"260.9","1448","16","3.7.1","O1",""
"5743","203",5743,"203.9","1024","4","3.6.2","O1",""
"5744","668",5744,"668.9","1448","16","3.9.0","O3",""
"5745","481",5745,"481.9","512","1","3.9.0","O2",""
"5746","502",5746,"502.9","724","32","3.9.0","O2",""
"5747","472",5747,"472.9","1448","8","3.8.1","O2",""
"5748","232",5748,"232.9","1448","8","3.7.0","O1",""
"5749","618",5749,"618.9","724","16","3.8.0","O3",""
"5750","227",5750,"227.9","1024","4","3.7.0","O1",""
"5751","311",5751,"311.9","1024","32","3.8.1","O1",""
"5752","48",5752,"48.9","1448","32","3.6.2","O0",""
"5753","165",5753,"165.9","512","32","3.9.0","O0",""
"5754","298",5754,"298.9","724","4","3.8.1","O1",""
"5755","269",5755,"269.9","512","2","3.8.0","O1",""
"5756","664",5756,"664.9","1448","8","3.9.0","O3",""
"5757","583",5757,"583.9","1024","2","3.7.1","O3",""
"5758","124",5758,"124.9","1448","1","3.8.1","O0",""
"5759","215",5759,"215.9","1024","32","3.6.2","O1",""
"5760","368",5760,"368.9","1448","2","3.6.2","O2",""
"5761","130",5761,"130.9","724","4","3.8.1","O0",""
"5762","245",5762,"245.9","512","2","3.7.1","O1",""
"5763","343",5763,"343.9","1024","2","3.5.1","O2",""
"5764","568",5764,"568.9","1448","8","3.7.0","O3",""
"5765","654",5765,"654.9","724","2","3.9.0","O3",""
"5766","271",5766,"271.9","1024","2","3.8.0","O1",""
"5767","534",5767,"534.9","724","2","3.6.2","O3",""
"5768","466",5768,"466.9","724","4","3.8.1","O2",""
"5769","411",5769,"411.9","1024","1","3.7.1","O2",""
"5770","588",5770,"588.9","1448","4","3.7.1","O3",""
"5771","649",5771,"649.9","512","1","3.9.0","O3",""
"5772","361",5772,"361.9","512","1","3.6.2","O2",""
"5773","33",5773,"33.9","512","4","3.6.2","O0",""
"5774","662",5774,"662.9","724","8","3.9.0","O3",""
"5775","87",5775,"87.9","1024","8","3.7.1","O0",""
"5776","166",5776,"166.9","724","32","3.9.0","O0",""
"5777","514",5777,"514.9","724","4","3.5.1","O3",""
"5778","168",5778,"168.9","1448","32","3.9.0","O0",""
"5779","297",5779,"297.9","512","4","3.8.1","O1",""
